Type	POS	Headword	Rank	Freq	Range	NormFreq	NormRange
gemidinho			3705	138	46	15.858	0.001
haverá			3705	138	64	15.858	0.001
intenso			3705	138	90	15.858	0.001
início			3705	138	108	15.858	0.002
limpa			3705	138	96	15.858	0.002
manga			3705	138	92	15.858	0.001
passarada			3705	138	126	15.858	0.002
passinho			3705	138	54	15.858	0.001
pop			3705	138	56	15.858	0.001
quieto			3705	138	84	15.858	0.001
rapadura			3705	138	94	15.858	0.002
rural			3705	138	36	15.858	0.001
sagrado			3705	138	84	15.858	0.001
sujo			3705	138	96	15.858	0.002
união			3705	138	106	15.858	0.002
va			3705	138	74	15.858	0.001
vaga			3705	138	94	15.858	0.002
vaidade			3705	138	88	15.858	0.001
vocêa			3705	138	116	15.858	0.002
voto			3705	138	36	15.858	0.001
zeca			3705	138	50	15.858	0.001
arrepende			3750	136	92	15.628	0.001
atendeu			3750	136	104	15.628	0.002
bandas			3750	136	108	15.628	0.002
brabo			3750	136	110	15.628	0.002
breve			3750	136	120	15.628	0.002
cinderela			3750	136	68	15.628	0.001
clara			3750	136	102	15.628	0.002
comparado			3750	136	28	15.628	0.000
convidando			3750	136	108	15.628	0.002
dane			3750	136	78	15.628	0.001
deitado			3750	136	102	15.628	0.002
enfrento			3750	136	102	15.628	0.002
esnobou			3750	136	70	15.628	0.001
estrangeiro			3750	136	106	15.628	0.002
fa			3750	136	26	15.628	0.000
gogó			3750	136	98	15.628	0.002
imensa			3750	136	98	15.628	0.002
inocência			3750	136	74	15.628	0.001
lambuzar			3750	136	94	15.628	0.002
loucamente			3750	136	102	15.628	0.002
malandrinha			3750	136	60	15.628	0.001
menor			3750	136	100	15.628	0.002
mulé			3750	136	60	15.628	0.001
pariu			3750	136	58	15.628	0.001
pertence			3750	136	106	15.628	0.002
pirulito			3750	136	34	15.628	0.001
preocupado			3750	136	72	15.628	0.001
rancor			3750	136	82	15.628	0.001
recomeço			3750	136	102	15.628	0.002
relaxa			3750	136	74	15.628	0.001
segurando			3750	136	96	15.628	0.002
tapete			3750	136	82	15.628	0.001
tara			3750	136	80	15.628	0.001
timidez			3750	136	128	15.628	0.002
vaza			3750	136	34	15.628	0.001
viajei			3750	136	124	15.628	0.002
óculos			3750	136	42	15.628	0.001
acompanhado			3787	134	102	15.398	0.002
ahá			3787	134	6	15.398	0.000
aproximar			3787	134	120	15.398	0.002
arriscar			3787	134	106	15.398	0.002
assimeu			3787	134	108	15.398	0.002
brother			3787	134	40	15.398	0.001
bumba			3787	134	60	15.398	0.001
cabras			3787	134	108	15.398	0.002
cacimba			3787	134	110	15.398	0.002
cais			3787	134	84	15.398	0.001
carrega			3787	134	90	15.398	0.001
casais			3787	134	98	15.398	0.002
cavalheiro			3787	134	106	15.398	0.002
cega			3787	134	120	15.398	0.002
centro			3787	134	96	15.398	0.002
chamava			3787	134	108	15.398	0.002
chamega			3787	134	36	15.398	0.001
coitadinho			3787	134	52	15.398	0.001
colocou			3787	134	84	15.398	0.001
desesperada			3787	134	100	15.398	0.002
dobrado			3787	134	80	15.398	0.001
firim			3787	134	28	15.398	0.000
imaginava			3787	134	94	15.398	0.002
magoa			3787	134	80	15.398	0.001
man			3787	134	40	15.398	0.001
mariquinha			3787	134	64	15.398	0.001
mariá			3787	134	16	15.398	0.000
mime			3787	134	110	15.398	0.002
mimvocê			3787	134	104	15.398	0.002
muído			3787	134	60	15.398	0.001
odeia			3787	134	58	15.398	0.001
onça			3787	134	84	15.398	0.001
peneira			3787	134	72	15.398	0.001
pintar			3787	134	98	15.398	0.002
procurava			3787	134	92	15.398	0.001
renascer			3787	134	90	15.398	0.001
souber			3787	134	104	15.398	0.002
tchururu			3787	134	18	15.398	0.000
triangulo			3787	134	126	15.398	0.002
voc			3787	134	34	15.398	0.001
vocêé			3787	134	114	15.398	0.002
zangado			3787	134	112	15.398	0.002
amanhecendo			3829	132	78	15.169	0.001
aqueles			3829	132	110	15.169	0.002
assanhadinha			3829	132	58	15.169	0.001
bailão			3829	132	52	15.169	0.001
baixos			3829	132	86	15.169	0.001
barzinho			3829	132	84	15.169	0.001
borboletas			3829	132	52	15.169	0.001
buteco			3829	132	60	15.169	0.001
calo			3829	132	102	15.169	0.002
clareia			3829	132	84	15.169	0.001
clareou			3829	132	64	15.169	0.001
comece			3829	132	58	15.169	0.001
comprou			3829	132	90	15.169	0.001
corrente			3829	132	74	15.169	0.001
correu			3829	132	104	15.169	0.002
criava			3829	132	38	15.169	0.001
esperta			3829	132	74	15.169	0.001
esquerda			3829	132	74	15.169	0.001
farei			3829	132	102	15.169	0.002
fechou			3829	132	90	15.169	0.001
ferver			3829	132	78	15.169	0.001
forrozinho			3829	132	94	15.169	0.002
hospital			3829	132	84	15.169	0.001
juntinhos			3829	132	110	15.169	0.002
levanto			3829	132	112	15.169	0.002
longa			3829	132	110	15.169	0.002
marinheiro			3829	132	44	15.169	0.001
mudando			3829	132	86	15.169	0.001
novilha			3829	132	78	15.169	0.001
pança			3829	132	76	15.169	0.001
parava			3829	132	82	15.169	0.001
parecido			3829	132	92	15.169	0.001
preparar			3829	132	88	15.169	0.001
prum			3829	132	82	15.169	0.001
pê			3829	132	26	15.169	0.000
resolve			3829	132	114	15.169	0.002
silencio			3829	132	80	15.169	0.001
telha			3829	132	96	15.169	0.002
tonto			3829	132	102	15.169	0.002
trancado			3829	132	110	15.169	0.002
vapor			3829	132	96	15.169	0.002
virado			3829	132	78	15.169	0.001
abraçado			3871	130	80	14.939	0.001
acordando			3871	130	46	14.939	0.001
acreditando			3871	130	106	14.939	0.002
acudi			3871	130	14	14.939	0.000
assistir			3871	130	74	14.939	0.001
bobeou			3871	130	42	14.939	0.001
bombom			3871	130	68	14.939	0.001
cabeludo			3871	130	70	14.939	0.001
carcará			3871	130	22	14.939	0.000
cavaleiros			3871	130	60	14.939	0.001
colorida			3871	130	88	14.939	0.001
confiar			3871	130	90	14.939	0.001
curtinha			3871	130	96	14.939	0.002
dada			3871	130	44	14.939	0.001
deixava			3871	130	106	14.939	0.002
deletar			3871	130	70	14.939	0.001
delírio			3871	130	112	14.939	0.002
desapareceu			3871	130	108	14.939	0.002
desperta			3871	130	106	14.939	0.002
digitais			3871	130	40	14.939	0.001
dores			3871	130	106	14.939	0.002
dourado			3871	130	108	14.939	0.002
estará			3871	130	52	14.939	0.001
eternidade			3871	130	100	14.939	0.002
fingiu			3871	130	84	14.939	0.001
fino			3871	130	114	14.939	0.002
incendiar			3871	130	82	14.939	0.001
lenda			3871	130	64	14.939	0.001
marcada			3871	130	110	14.939	0.002
mineiro			3871	130	54	14.939	0.001
mon			3871	130	28	14.939	0.000
morava			3871	130	102	14.939	0.002
museu			3871	130	54	14.939	0.001
opção			3871	130	82	14.939	0.001
padim			3871	130	86	14.939	0.001
pirei			3871	130	28	14.939	0.000
pleno			3871	130	116	14.939	0.002
preferido			3871	130	46	14.939	0.001
proteger			3871	130	104	14.939	0.002
quadrado			3871	130	42	14.939	0.001
ram			3871	130	30	14.939	0.000
reboco			3871	130	48	14.939	0.001
reis			3871	130	60	14.939	0.001
tatu			3871	130	92	14.939	0.001
óleo			3871	130	48	14.939	0.001
anjos			3916	128	90	14.709	0.001
aquelas			3916	128	90	14.709	0.001
arranjei			3916	128	112	14.709	0.002
batente			3916	128	72	14.709	0.001
batido			3916	128	108	14.709	0.002
bento			3916	128	78	14.709	0.001
capa			3916	128	76	14.709	0.001
condenado			3916	128	88	14.709	0.001
convite			3916	128	98	14.709	0.002
cruzar			3916	128	88	14.709	0.001
dali			3916	128	80	14.709	0.001
declaração			3916	128	78	14.709	0.001
entrada			3916	128	90	14.709	0.001
erva			3916	128	32	14.709	0.001
existo			3916	128	70	14.709	0.001
gonzagão			3916	128	74	14.709	0.001
guere			3916	128	2	14.709	0.000
levantou			3916	128	86	14.709	0.001
liza			3916	128	6	14.709	0.000
martelo			3916	128	90	14.709	0.001
min			3916	128	52	14.709	0.001
nane			3916	128	6	14.709	0.000
orvalho			3916	128	100	14.709	0.002
pagou			3916	128	74	14.709	0.001
percebo			3916	128	104	14.709	0.002
pisei			3916	128	106	14.709	0.002
poeirão			3916	128	58	14.709	0.001
serviço			3916	128	108	14.709	0.002
sufoca			3916	128	94	14.709	0.002
sé			3916	128	70	14.709	0.001
tchaka			3916	128	6	14.709	0.000
tristes			3916	128	96	14.709	0.002
abusa			3948	126	84	14.479	0.001
alegra			3948	126	96	14.479	0.002
amas			3948	126	84	14.479	0.001
aprendendo			3948	126	102	14.479	0.002
aventuras			3948	126	98	14.479	0.002
babá			3948	126	46	14.479	0.001
bicicletinha			3948	126	34	14.479	0.001
biri			3948	126	8	14.479	0.000
bondade			3948	126	68	14.479	0.001
bulir			3948	126	38	14.479	0.001
cabocla			3948	126	96	14.479	0.002
casei			3948	126	104	14.479	0.002
chores			3948	126	52	14.479	0.001
coloque			3948	126	98	14.479	0.002
corrinha			3948	126	18	14.479	0.000
desabar			3948	126	98	14.479	0.002
desvendar			3948	126	98	14.479	0.002
dividida			3948	126	74	14.479	0.001
encolheu			3948	126	16	14.479	0.000
esmola			3948	126	106	14.479	0.002
feiticeira			3948	126	50	14.479	0.001
ferem			3948	126	52	14.479	0.001
feri			3948	126	104	14.479	0.002
han			3948	126	40	14.479	0.001
humano			3948	126	106	14.479	0.002
infância			3948	126	92	14.479	0.001
inventar			3948	126	112	14.479	0.002
inútil			3948	126	84	14.479	0.001
minhoca			3948	126	32	14.479	0.001
mocidade			3948	126	110	14.479	0.002
montar			3948	126	72	14.479	0.001
nave			3948	126	82	14.479	0.001
provocando			3948	126	94	14.479	0.002
quebre			3948	126	32	14.479	0.001
querubim			3948	126	96	14.479	0.002
raladinha			3948	126	8	14.479	0.000
relaxar			3948	126	78	14.479	0.001
resisto			3948	126	86	14.479	0.001
rodadinha			3948	126	36	14.479	0.001
separou			3948	126	104	14.479	0.002
suave			3948	126	88	14.479	0.001
terere			3948	126	16	14.479	0.000
traindo			3948	126	76	14.479	0.001
traído			3948	126	72	14.479	0.001
vestida			3948	126	100	14.479	0.002
viaja			3948	126	100	14.479	0.002
virote			3948	126	50	14.479	0.001
vários			3948	126	70	14.479	0.001
zefa			3948	126	76	14.479	0.001
ahh			3997	124	76	14.249	0.001
apostei			3997	124	98	14.249	0.002
arrastar			3997	124	100	14.249	0.002
atrapalhar			3997	124	100	14.249	0.002
berimbau			3997	124	48	14.249	0.001
brejo			3997	124	92	14.249	0.001
brinco			3997	124	72	14.249	0.001
chiava			3997	124	24	14.249	0.000
churrasco			3997	124	90	14.249	0.001
chuveiro			3997	124	84	14.249	0.001
conversando			3997	124	106	14.249	0.002
costume			3997	124	98	14.249	0.002
cumprir			3997	124	106	14.249	0.002
dadas			3997	124	96	14.249	0.002
dito			3997	124	70	14.249	0.001
endoidou			3997	124	68	14.249	0.001
escutando			3997	124	82	14.249	0.001
exemplo			3997	124	98	14.249	0.002
falado			3997	124	72	14.249	0.001
ficamos			3997	124	84	14.249	0.001
girassol			3997	124	66	14.249	0.001
hello			3997	124	34	14.249	0.001
inimigo			3997	124	80	14.249	0.001
jogador			3997	124	102	14.249	0.002
jornal			3997	124	102	14.249	0.002
just			3997	124	44	14.249	0.001
mane			3997	124	78	14.249	0.001
manteiga			3997	124	76	14.249	0.001
morra			3997	124	96	14.249	0.002
negue			3997	124	86	14.249	0.001
odeio			3997	124	48	14.249	0.001
ohhh			3997	124	28	14.249	0.000
padece			3997	124	120	14.249	0.002
paixãoeu			3997	124	118	14.249	0.002
parti			3997	124	88	14.249	0.001
perca			3997	124	98	14.249	0.002
pintada			3997	124	86	14.249	0.001
recaída			3997	124	76	14.249	0.001
recordo			3997	124	100	14.249	0.002
senhorita			3997	124	28	14.249	0.000
taça			3997	124	86	14.249	0.001
tion			3997	124	12	14.249	0.000
toada			3997	124	100	14.249	0.002
vestir			3997	124	108	14.249	0.002
ª			3997	124	50	14.249	0.001
admito			4042	122	98	14.019	0.002
aham			4042	122	20	14.019	0.000
amanha			4042	122	80	14.019	0.001
amorse			4042	122	110	14.019	0.002
avistei			4042	122	92	14.019	0.001
cartaz			4042	122	90	14.019	0.001
chililique			4042	122	20	14.019	0.000
ciumenta			4042	122	38	14.019	0.001
colorido			4042	122	98	14.019	0.002
darundarundê			4042	122	16	14.019	0.000
demorar			4042	122	90	14.019	0.001
escorregou			4042	122	38	14.019	0.001
espora			4042	122	108	14.019	0.002
esquecerei			4042	122	88	14.019	0.001
freio			4042	122	84	14.019	0.001
fum			4042	122	24	14.019	0.000
grafith			4042	122	52	14.019	0.001
justiça			4042	122	92	14.019	0.001
know			4042	122	32	14.019	0.001
lalá			4042	122	22	14.019	0.000
légua			4042	122	90	14.019	0.001
mana			4042	122	34	14.019	0.001
mimo			4042	122	110	14.019	0.002
mode			4042	122	94	14.019	0.002
morenas			4042	122	74	14.019	0.001
param			4042	122	58	14.019	0.001
queimou			4042	122	98	14.019	0.002
rodo			4042	122	70	14.019	0.001
saía			4042	122	94	14.019	0.002
serás			4042	122	66	14.019	0.001
talento			4042	122	92	14.019	0.001
táxi			4042	122	48	14.019	0.001
vocêmeu			4042	122	98	14.019	0.002
zoar			4042	122	60	14.019	0.001
acompanha			4076	120	96	13.790	0.002
advogado			4076	120	62	13.790	0.001
afora			4076	120	112	13.790	0.002
apavora			4076	120	86	13.790	0.001
aprenda			4076	120	78	13.790	0.001
asseguro			4076	120	86	13.790	0.001
balanciê			4076	120	6	13.790	0.000
bicada			4076	120	40	13.790	0.001
brasília			4076	120	86	13.790	0.001
buzina			4076	120	72	13.790	0.001
cabecinha			4076	120	54	13.790	0.001
cadeia			4076	120	86	13.790	0.001
caminhada			4076	120	76	13.790	0.001
coca			4076	120	74	13.790	0.001
cochilou			4076	120	28	13.790	0.000
conhecia			4076	120	92	13.790	0.001
cuidou			4076	120	84	13.790	0.001
derrepente			4076	120	90	13.790	0.001
dezembro			4076	120	76	13.790	0.001
divino			4076	120	96	13.790	0.002
elevador			4076	120	78	13.790	0.001
esculhamba			4076	120	22	13.790	0.000
escura			4076	120	104	13.790	0.002
espalhando			4076	120	78	13.790	0.001
estrago			4076	120	92	13.790	0.001
filma			4076	120	14	13.790	0.000
flora			4076	120	82	13.790	0.001
fogão			4076	120	100	13.790	0.002
galega			4076	120	48	13.790	0.001
gut			4076	120	6	13.790	0.000
hotel			4076	120	70	13.790	0.001
let			4076	120	30	13.790	0.000
longo			4076	120	90	13.790	0.001
marcando			4076	120	86	13.790	0.001
mei			4076	120	78	13.790	0.001
metia			4076	120	18	13.790	0.000
orelha			4076	120	92	13.790	0.001
pelada			4076	120	62	13.790	0.001
queijo			4076	120	94	13.790	0.002
quiabo			4076	120	28	13.790	0.000
ramu			4076	120	8	13.790	0.000
rasteira			4076	120	62	13.790	0.001
recebi			4076	120	98	13.790	0.002
riba			4076	120	102	13.790	0.002
saem			4076	120	88	13.790	0.001
toalha			4076	120	72	13.790	0.001
troféu			4076	120	88	13.790	0.001
uai			4076	120	18	13.790	0.000
venceu			4076	120	88	13.790	0.001
acreditava			4125	118	100	13.560	0.002
amora			4125	118	98	13.560	0.002
arrependi			4125	118	90	13.560	0.001
bandeja			4125	118	90	13.560	0.001
baralho			4125	118	72	13.560	0.001
caneta			4125	118	70	13.560	0.001
carinhosa			4125	118	90	13.560	0.001
chupando			4125	118	72	13.560	0.001
criador			4125	118	86	13.560	0.001
damião			4125	118	76	13.560	0.001
decidido			4125	118	78	13.560	0.001
devorar			4125	118	74	13.560	0.001
dezesseis			4125	118	32	13.560	0.001
dobro			4125	118	84	13.560	0.001
escada			4125	118	74	13.560	0.001
estremecer			4125	118	86	13.560	0.001
existiu			4125	118	88	13.560	0.001
fandango			4125	118	74	13.560	0.001
feche			4125	118	92	13.560	0.001
fel			4125	118	70	13.560	0.001
forrozando			4125	118	62	13.560	0.001
grosso			4125	118	80	13.560	0.001
hem			4125	118	6	13.560	0.000
humildade			4125	118	64	13.560	0.001
humilde			4125	118	74	13.560	0.001
juventude			4125	118	100	13.560	0.002
lalala			4125	118	24	13.560	0.000
machuque			4125	118	68	13.560	0.001
maldito			4125	118	66	13.560	0.001
nadar			4125	118	106	13.560	0.002
paraiso			4125	118	100	13.560	0.002
peixeira			4125	118	90	13.560	0.001
prego			4125	118	56	13.560	0.001
procurou			4125	118	84	13.560	0.001
prostituta			4125	118	34	13.560	0.001
proteja			4125	118	78	13.560	0.001
rodeio			4125	118	64	13.560	0.001
sapatilha			4125	118	46	13.560	0.001
tema			4125	118	84	13.560	0.001
ultima			4125	118	90	13.560	0.001
vejam			4125	118	98	13.560	0.002
viram			4125	118	100	13.560	0.002
voador			4125	118	90	13.560	0.001
vocêmas			4125	118	102	13.560	0.002
vocême			4125	118	106	13.560	0.002
alemão			4170	116	40	13.330	0.001
all			4170	116	54	13.330	0.001
arrasa			4170	116	84	13.330	0.001
arreia			4170	116	22	13.330	0.000
assumo			4170	116	96	13.330	0.002
babando			4170	116	86	13.330	0.001
bailando			4170	116	36	13.330	0.001
batuque			4170	116	80	13.330	0.001
chamada			4170	116	76	13.330	0.001
comparar			4170	116	72	13.330	0.001
confio			4170	116	68	13.330	0.001
dentes			4170	116	86	13.330	0.001
desconfiado			4170	116	112	13.330	0.002
encontrá			4170	116	84	13.330	0.001
fode			4170	116	12	13.330	0.000
furunfa			4170	116	10	13.330	0.000
gotas			4170	116	70	13.330	0.001
gozo			4170	116	48	13.330	0.001
guiar			4170	116	100	13.330	0.002
iluminando			4170	116	84	13.330	0.001
incerteza			4170	116	102	13.330	0.002
ligada			4170	116	84	13.330	0.001
manhãs			4170	116	86	13.330	0.001
matam			4170	116	50	13.330	0.001
mostrei			4170	116	78	13.330	0.001
negra			4170	116	94	13.330	0.002
obra			4170	116	88	13.330	0.001
poderosa			4170	116	62	13.330	0.001
possuir			4170	116	96	13.330	0.002
rai			4170	116	26	13.330	0.000
recordações			4170	116	82	13.330	0.001
shopping			4170	116	54	13.330	0.001
soprou			4170	116	68	13.330	0.001
sócio			4170	116	52	13.330	0.001
tanga			4170	116	26	13.330	0.000
tati			4170	116	12	13.330	0.000
thu			4170	116	20	13.330	0.000
tornar			4170	116	108	13.330	0.002
vaqueira			4170	116	42	13.330	0.001
vendaval			4170	116	90	13.330	0.001
vocêpor			4170	116	86	13.330	0.001
we			4170	116	34	13.330	0.001
zig			4170	116	38	13.330	0.001
ziriguidum			4170	116	20	13.330	0.000
º			4170	116	42	13.330	0.001
acorde			4215	114	88	13.100	0.001
alimentar			4215	114	96	13.100	0.002
amassa			4215	114	50	13.100	0.001
avisando			4215	114	86	13.100	0.001
bata			4215	114	60	13.100	0.001
burguesinha			4215	114	6	13.100	0.000
caem			4215	114	72	13.100	0.001
cantiga			4215	114	90	13.100	0.001
capricho			4215	114	86	13.100	0.001
caprichos			4215	114	66	13.100	0.001
caridade			4215	114	94	13.100	0.002
chamas			4215	114	64	13.100	0.001
chicotada			4215	114	14	13.100	0.000
chororô			4215	114	66	13.100	0.001
chô			4215	114	12	13.100	0.000
colinho			4215	114	34	13.100	0.001
coraçãomeu			4215	114	92	13.100	0.001
coça			4215	114	16	13.100	0.000
devolver			4215	114	80	13.100	0.001
estica			4215	114	62	13.100	0.001
excita			4215	114	88	13.100	0.001
fi			4215	114	52	13.100	0.001
filhinho			4215	114	60	13.100	0.001
fuja			4215	114	64	13.100	0.001
fá			4215	114	30	13.100	0.000
iá			4215	114	36	13.100	0.001
jackson			4215	114	88	13.100	0.001
joia			4215	114	78	13.100	0.001
juntando			4215	114	92	13.100	0.001
laranja			4215	114	78	13.100	0.001
lava			4215	114	88	13.100	0.001
lingua			4215	114	48	13.100	0.001
luís			4215	114	52	13.100	0.001
meigo			4215	114	108	13.100	0.002
metendo			4215	114	90	13.100	0.001
musica			4215	114	94	13.100	0.002
notou			4215	114	74	13.100	0.001
obsessão			4215	114	96	13.100	0.002
pedia			4215	114	96	13.100	0.002
princesinha			4215	114	72	13.100	0.001
quadro			4215	114	70	13.100	0.001
queremos			4215	114	72	13.100	0.001
remelexo			4215	114	98	13.100	0.002
sanfoninha			4215	114	60	13.100	0.001
seduziu			4215	114	68	13.100	0.001
sobrar			4215	114	64	13.100	0.001
vanerão			4215	114	42	13.100	0.001
vencedor			4215	114	72	13.100	0.001
vô			4215	114	72	13.100	0.001
abertos			4264	112	82	12.870	0.001
almoço			4264	112	88	12.870	0.001
amour			4264	112	30	12.870	0.000
assanha			4264	112	92	12.870	0.001
cabô			4264	112	12	12.870	0.000
cafundó			4264	112	22	12.870	0.000
clareando			4264	112	96	12.870	0.002
conduz			4264	112	98	12.870	0.002
consolar			4264	112	78	12.870	0.001
construir			4264	112	76	12.870	0.001
dental			4264	112	36	12.870	0.001
disposto			4264	112	74	12.870	0.001
doidin			4264	112	22	12.870	0.000
enfrentar			4264	112	90	12.870	0.001
escapa			4264	112	64	12.870	0.001
esculacho			4264	112	46	12.870	0.001
fase			4264	112	70	12.870	0.001
festança			4264	112	92	12.870	0.001
fizemos			4264	112	94	12.870	0.002
lek			4264	112	6	12.870	0.000
ligava			4264	112	96	12.870	0.002
mordendo			4264	112	68	12.870	0.001
mulhereu			4264	112	88	12.870	0.001
nina			4264	112	40	12.870	0.001
old			4264	112	78	12.870	0.001
passada			4264	112	92	12.870	0.001
periquito			4264	112	32	12.870	0.001
piu			4264	112	18	12.870	0.000
professor			4264	112	74	12.870	0.001
puteiro			4264	112	58	12.870	0.001
puxou			4264	112	78	12.870	0.001
qualidade			4264	112	84	12.870	0.001
química			4264	112	44	12.870	0.001
rastro			4264	112	82	12.870	0.001
sensacional			4264	112	66	12.870	0.001
serpente			4264	112	90	12.870	0.001
sobrou			4264	112	104	12.870	0.002
soldado			4264	112	74	12.870	0.001
terceiro			4264	112	40	12.870	0.001
tombo			4264	112	60	12.870	0.001
transa			4264	112	70	12.870	0.001
vinga			4264	112	48	12.870	0.001
visão			4264	112	92	12.870	0.001
zona			4264	112	68	12.870	0.001
algumas			4308	110	82	12.641	0.001
apertando			4308	110	88	12.641	0.001
arrumamalaê			4308	110	8	12.641	0.000
arrumei			4308	110	88	12.641	0.001
aviso			4308	110	78	12.641	0.001
bairro			4308	110	80	12.641	0.001
batia			4308	110	102	12.641	0.002
camarote			4308	110	68	12.641	0.001
computador			4308	110	86	12.641	0.001
coraçãoo			4308	110	86	12.641	0.001
delicia			4308	110	54	12.641	0.001
derramando			4308	110	62	12.641	0.001
desculpar			4308	110	76	12.641	0.001
divididos			4308	110	44	12.641	0.001
dodói			4308	110	32	12.641	0.001
emprego			4308	110	82	12.641	0.001
estima			4308	110	54	12.641	0.001
feridas			4308	110	92	12.641	0.001
galopando			4308	110	60	12.641	0.001
gamei			4308	110	54	12.641	0.001
goste			4308	110	78	12.641	0.001
harmonia			4308	110	92	12.641	0.001
iludo			4308	110	48	12.641	0.001
levam			4308	110	82	12.641	0.001
malandro			4308	110	76	12.641	0.001
menta			4308	110	18	12.641	0.000
missão			4308	110	94	12.641	0.002
molhou			4308	110	64	12.641	0.001
naquilo			4308	110	40	12.641	0.001
oque			4308	110	62	12.641	0.001
orkut			4308	110	48	12.641	0.001
palhaçada			4308	110	34	12.641	0.001
poderá			4308	110	70	12.641	0.001
programa			4308	110	96	12.641	0.002
provocou			4308	110	84	12.641	0.001
quentura			4308	110	72	12.641	0.001
renata			4308	110	18	12.641	0.000
rã			4308	110	42	12.641	0.001
satisfazer			4308	110	64	12.641	0.001
sera			4308	110	84	12.641	0.001
soma			4308	110	78	12.641	0.001
sopa			4308	110	74	12.641	0.001
surgindo			4308	110	90	12.641	0.001
tia			4308	110	72	12.641	0.001
tinta			4308	110	68	12.641	0.001
torrão			4308	110	84	12.641	0.001
trazia			4308	110	96	12.641	0.002
trenzinho			4308	110	36	12.641	0.001
uo			4308	110	30	12.641	0.000
venenosa			4308	110	42	12.641	0.001
óio			4308	110	62	12.641	0.001
abandone			4359	108	64	12.411	0.001
acordada			4359	108	88	12.411	0.001
alagoas			4359	108	92	12.411	0.001
amorme			4359	108	84	12.411	0.001
apelido			4359	108	60	12.411	0.001
avô			4359	108	80	12.411	0.001
cabeleira			4359	108	62	12.411	0.001
cachorra			4359	108	60	12.411	0.001
causando			4359	108	76	12.411	0.001
ciência			4359	108	86	12.411	0.001
curvas			4359	108	96	12.411	0.002
damas			4359	108	22	12.411	0.000
deitada			4359	108	58	12.411	0.001
delirando			4359	108	80	12.411	0.001
dependo			4359	108	50	12.411	0.001
deveria			4359	108	56	12.411	0.001
doutora			4359	108	38	12.411	0.001
dvd			4359	108	70	12.411	0.001
esperanças			4359	108	86	12.411	0.001
esteve			4359	108	74	12.411	0.001
facebook			4359	108	82	12.411	0.001
facil			4359	108	78	12.411	0.001
gastei			4359	108	76	12.411	0.001
gelado			4359	108	48	12.411	0.001
homi			4359	108	68	12.411	0.001
hortelã			4359	108	78	12.411	0.001
juntei			4359	108	74	12.411	0.001
jurando			4359	108	68	12.411	0.001
levada			4359	108	82	12.411	0.001
levantando			4359	108	94	12.411	0.002
lobisomem			4359	108	64	12.411	0.001
malhei			4359	108	34	12.411	0.001
mandava			4359	108	94	12.411	0.002
meiga			4359	108	64	12.411	0.001
pato			4359	108	80	12.411	0.001
quebro			4359	108	72	12.411	0.001
reconheço			4359	108	94	12.411	0.002
revoada			4359	108	52	12.411	0.001
segurança			4359	108	84	12.411	0.001
sorvete			4359	108	76	12.411	0.001
surra			4359	108	40	12.411	0.001
tostão			4359	108	94	12.411	0.002
un			4359	108	38	12.411	0.001
veado			4359	108	48	12.411	0.001
ví			4359	108	64	12.411	0.001
abalar			4404	106	74	12.181	0.001
abismo			4404	106	88	12.181	0.001
abril			4404	106	92	12.181	0.001
aiai			4404	106	38	12.181	0.001
amormeu			4404	106	84	12.181	0.001
anima			4404	106	86	12.181	0.001
animando			4404	106	74	12.181	0.001
anzol			4404	106	72	12.181	0.001
arrumando			4404	106	64	12.181	0.001
atirar			4404	106	62	12.181	0.001
barquinho			4404	106	54	12.181	0.001
bicicleta			4404	106	58	12.181	0.001
cachorrinho			4404	106	48	12.181	0.001
camaro			4404	106	32	12.181	0.001
carregado			4404	106	90	12.181	0.001
causar			4404	106	78	12.181	0.001
compreenda			4404	106	58	12.181	0.001
coraçãoa			4404	106	86	12.181	0.001
criando			4404	106	82	12.181	0.001
cristalina			4404	106	84	12.181	0.001
céus			4404	106	62	12.181	0.001
desiste			4404	106	72	12.181	0.001
diamante			4404	106	72	12.181	0.001
difíceis			4404	106	70	12.181	0.001
doem			4404	106	38	12.181	0.001
espuma			4404	106	82	12.181	0.001
estas			4404	106	76	12.181	0.001
exatamente			4404	106	66	12.181	0.001
feitos			4404	106	72	12.181	0.001
iluminou			4404	106	80	12.181	0.001
invento			4404	106	82	12.181	0.001
judia			4404	106	52	12.181	0.001
juntou			4404	106	64	12.181	0.001
lai			4404	106	14	12.181	0.000
lelé			4404	106	30	12.181	0.000
lentamente			4404	106	82	12.181	0.001
maltrate			4404	106	84	12.181	0.001
mula			4404	106	32	12.181	0.001
mídia			4404	106	80	12.181	0.001
ni			4404	106	34	12.181	0.001
oxente			4404	106	64	12.181	0.001
padecer			4404	106	102	12.181	0.002
paia			4404	106	62	12.181	0.001
parará			4404	106	30	12.181	0.000
partindo			4404	106	80	12.181	0.001
piedade			4404	106	68	12.181	0.001
progresso			4404	106	100	12.181	0.002
prêmio			4404	106	58	12.181	0.001
sangrando			4404	106	92	12.181	0.001
segurei			4404	106	78	12.181	0.001
severina			4404	106	50	12.181	0.001
socorrer			4404	106	60	12.181	0.001
terceira			4404	106	80	12.181	0.001
virá			4404	106	84	12.181	0.001
zabé			4404	106	36	12.181	0.001
ôôôô			4404	106	38	12.181	0.001
acauã			4460	104	40	11.951	0.001
acordou			4460	104	84	11.951	0.001
